transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,weather_conditions,holiday_indicator,weekday,stockout_indicator,forecasted_demand,actual_demand
251,4334,2371,Colgate Whitening Strips,Teeth Whitening,6,25.0,2023-05-30,449,Roberttown,440,39,140,6800,14,24,Male,32788,Bronze,Credit Card,False,Buy One Get One,Cloudy,True,Tuesday,False,91,88
252,5050,5830,Colgate Mouthwash,Mouthwash,4,5.0,2023-08-01,2674,North Hollybury,55,40,300,3779,4,39,Female,88943,Platinum,Debit Card,False,Discount,Rainy,False,Tuesday,True,128,96
253,9140,2481,Colgate Mouthwash,Mouthwash,9,5.0,2023-04-12,4434,New Mariachester,108,41,119,4690,2,67,Female,52022,Bronze,Credit Card,True,Buy One Get One,Snowy,True,Wednesday,True,92,79
254,5998,9532,Colgate Toothbrush,Toothbrush,6,2.0,2023-02-20,6540,Port Chris,445,37,293,2875,7,53,Female,53962,Platinum,Cash,True,Buy One Get One,Sunny,False,Monday,False,82,80
255,2415,6757,Colgate Toothbrush,Toothbrush,5,2.0,2024-04-17,4064,South Veronicaview,211,34,139,7353,14,67,Male,46586,Platinum,Cash,True,None,Rainy,False,Wednesday,True,55,40
256,8780,9241,Colgate Mouthwash,Mouthwash,6,5.0,2024-03-30,2130,Toddtown,307,32,191,2279,10,42,Male,84853,Platinum,Debit Card,True,Buy One Get One,Snowy,False,Saturday,False,123,82
257,6147,8733,Colgate Toothbrush,Toothbrush,8,2.0,2023-12-15,2504,East Jessica,463,34,228,9682,9,24,Male,64165,Platinum,Debit Card,True,Buy One Get One,Snowy,False,Friday,False,89,106
258,9627,4502,Colgate Mouthwash,Mouthwash,5,5.0,2023-06-04,4348,Kramerborough,288,21,144,521,9,41,Female,25626,Platinum,Cash,False,None,Sunny,True,Sunday,False,64,134
259,3878,7501,Colgate Toothbrush,Toothbrush,4,2.0,2023-05-09,9241,South Kimberly,220,49,152,6040,3,39,Male,115677,Gold,Cash,False,None,Snowy,True,Tuesday,False,108,82
260,525,3878,Colgate Whitening Strips,Teeth Whitening,2,25.0,2023-11-07,7914,Butlerborough,117,25,146,2493,5,21,Female,117316,Gold,Debit Card,False,None,Snowy,True,Tuesday,False,110,69
261,8304,3270,Colgate Toothbrush,Toothbrush,7,2.0,2023-12-10,8894,Evansburgh,134,41,196,3573,2,25,Other,67081,Platinum,Mobile Payment,False,Buy One Get One,Snowy,False,Sunday,True,55,47
262,8778,1922,Colgate Toothpaste,Toothpaste,1,3.5,2023-09-12,6303,Kellyville,354,25,185,3844,5,39,Other,67051,Platinum,Credit Card,False,Discount,Rainy,True,Tuesday,True,64,78
263,4436,4014,Colgate Whitening Strips,Teeth Whitening,9,25.0,2024-04-22,5437,Cookechester,257,21,297,734,9,61,Female,49759,Platinum,Cash,True,None,Rainy,False,Monday,False,127,115
264,1784,701,Colgate Whitening Strips,Teeth Whitening,6,25.0,2024-02-28,5006,Cooperland,86,25,120,1855,8,36,Female,23345,Gold,Cash,True,None,Snowy,False,Wednesday,False,103,64
265,9412,8723,Colgate Toothpaste,Toothpaste,6,3.5,2024-07-07,1705,Juanview,123,46,205,9603,14,64,Female,96904,Silver,Mobile Payment,False,None,Rainy,True,Sunday,True,63,135
266,2022,493,Colgate Mouthwash,Mouthwash,8,5.0,2023-11-23,7970,Port Michaelmouth,393,50,232,2038,12,40,Male,86643,Silver,Debit Card,True,Discount,Rainy,True,Thursday,False,77,130
267,2588,5944,Colgate Whitening Strips,Teeth Whitening,7,25.0,2024-04-30,4203,West Jamestown,165,29,188,904,2,20,Female,105203,Silver,Debit Card,False,Buy One Get One,Rainy,True,Tuesday,True,84,73
268,6511,7460,Colgate Toothpaste,Toothpaste,2,3.5,2024-04-26,7997,Port Daisy,291,47,102,4973,12,57,Other,62922,Bronze,Cash,True,Discount,Sunny,False,Friday,True,108,88
269,2965,5384,Colgate Toothpaste,Toothpaste,6,3.5,2023-04-01,7384,West Randallview,278,33,156,1082,12,26,Other,48560,Platinum,Mobile Payment,False,Buy One Get One,Snowy,True,Saturday,True,54,78
270,3940,1003,Colgate Mouthwash,Mouthwash,5,5.0,2024-12-06,4400,Youngland,65,27,241,8089,7,19,Male,64288,Platinum,Mobile Payment,False,Discount,Cloudy,True,Friday,False,106,117
271,3198,2379,Colgate Toothpaste,Toothpaste,5,3.5,2023-06-27,7959,Port Gregorymouth,476,48,178,4112,11,41,Other,38948,Bronze,Mobile Payment,True,Buy One Get One,Rainy,False,Tuesday,True,59,107
272,5606,4297,Colgate Toothbrush,Toothbrush,9,2.0,2023-07-14,1252,Jorgefurt,461,38,156,3524,3,61,Other,108812,Platinum,Credit Card,True,None,Rainy,False,Friday,False,109,82
273,1637,4259,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-08-04,4463,Herreraburgh,221,37,194,8756,11,44,Other,24145,Platinum,Mobile Payment,False,Discount,Sunny,True,Sunday,True,52,129
274,8107,7931,Colgate Whitening Strips,Teeth Whitening,2,25.0,2024-11-07,477,Smithland,449,32,282,6568,4,70,Male,76289,Platinum,Mobile Payment,False,None,Rainy,True,Thursday,True,65,47
275,5271,9293,Colgate Toothbrush,Toothbrush,6,2.0,2023-01-11,208,Johnsonville,435,20,139,2767,12,43,Male,25705,Gold,Mobile Payment,False,Discount,Cloudy,False,Wednesday,False,109,40
276,1072,7272,Colgate Toothpaste,Toothpaste,6,3.5,2024-10-24,2224,West Audreyfurt,353,23,180,5749,3,36,Other,117728,Silver,Credit Card,False,Discount,Cloudy,False,Thursday,True,74,85
277,2857,7471,Colgate Whitening Strips,Teeth Whitening,3,25.0,2023-03-23,6319,Chaveztown,107,45,263,1739,6,26,Other,59474,Silver,Mobile Payment,True,Discount,Sunny,True,Thursday,False,132,126
278,970,5589,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-08-09,9181,Port Ericmouth,125,40,255,4777,8,40,Other,83212,Platinum,Debit Card,False,Discount,Rainy,False,Friday,True,135,41
279,1899,6128,Colgate Toothpaste,Toothpaste,3,3.5,2024-08-01,5608,North Monicatown,477,49,114,9710,6,47,Other,37633,Bronze,Mobile Payment,True,None,Cloudy,True,Thursday,False,105,44
280,3569,4287,Colgate Whitening Strips,Teeth Whitening,8,25.0,2023-05-21,3110,Cruzmouth,164,20,238,1136,2,64,Other,29711,Bronze,Cash,False,Buy One Get One,Sunny,False,Sunday,True,74,52
281,7957,6199,Colgate Mouthwash,Mouthwash,8,5.0,2024-12-13,4133,Justinstad,64,26,140,9366,5,65,Other,44866,Gold,Credit Card,False,Discount,Rainy,True,Friday,True,98,126
282,1138,9195,Colgate Toothbrush,Toothbrush,6,2.0,2024-02-23,7278,South Ann,134,34,159,5523,3,41,Other,21429,Silver,Debit Card,False,None,Sunny,False,Friday,True,56,55
283,4501,3747,Colgate Toothbrush,Toothbrush,10,2.0,2024-04-05,5856,Brownshire,131,38,254,8093,5,53,Male,97983,Gold,Cash,True,Buy One Get One,Snowy,False,Friday,True,79,75
284,6665,8280,Colgate Toothbrush,Toothbrush,10,2.0,2024-04-23,8786,West Michelleton,301,44,300,7266,6,63,Male,37482,Gold,Mobile Payment,True,None,Cloudy,True,Tuesday,True,58,99
285,11,2651,Colgate Toothpaste,Toothpaste,9,3.5,2023-04-07,4153,Hensonbury,345,33,184,3292,3,23,Other,49619,Gold,Cash,True,Buy One Get One,Snowy,True,Friday,True,127,83
286,7884,8163,Colgate Toothbrush,Toothbrush,9,2.0,2023-03-29,8056,Port Mariaport,80,31,289,284,3,53,Male,49094,Bronze,Debit Card,True,Buy One Get One,Cloudy,True,Wednesday,True,112,126
287,380,1156,Colgate Mouthwash,Mouthwash,2,5.0,2024-03-24,1145,West Pamela,445,35,299,8385,3,36,Male,69997,Bronze,Credit Card,True,Discount,Sunny,True,Sunday,False,150,57
288,2975,8316,Colgate Toothbrush,Toothbrush,2,2.0,2023-11-23,8503,Caldwellmouth,412,37,277,5628,9,32,Other,49331,Gold,Debit Card,True,Discount,Snowy,False,Thursday,True,121,59
289,1420,5129,Colgate Toothpaste,Toothpaste,2,3.5,2024-09-05,6227,Roychester,384,22,144,512,3,68,Male,62300,Gold,Credit Card,True,None,Cloudy,False,Thursday,True,131,69
290,4567,2473,Colgate Toothpaste,Toothpaste,9,3.5,2024-04-28,395,Yeseniafurt,219,24,249,4546,10,41,Male,37081,Silver,Debit Card,False,Buy One Get One,Sunny,True,Sunday,True,94,47
291,2042,4798,Colgate Toothpaste,Toothpaste,4,3.5,2024-05-06,976,Staceyhaven,333,30,105,1012,10,64,Other,89506,Gold,Credit Card,True,Discount,Sunny,True,Monday,True,113,111
292,8479,795,Colgate Mouthwash,Mouthwash,6,5.0,2024-04-27,4091,New Barbarashire,107,40,143,3646,13,32,Male,85285,Bronze,Cash,True,None,Snowy,False,Saturday,False,105,126
293,9231,5543,Colgate Toothpaste,Toothpaste,1,3.5,2023-10-24,72,Harrisshire,427,32,224,3947,14,62,Male,42640,Platinum,Mobile Payment,True,None,Cloudy,False,Tuesday,True,68,68
294,8736,6491,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-09-24,8691,East Jennifer,239,34,263,2973,3,27,Male,111027,Silver,Mobile Payment,True,Discount,Sunny,False,Tuesday,True,137,72
295,7661,7324,Colgate Toothpaste,Toothpaste,5,3.5,2023-04-17,7564,Kimberlyfurt,55,47,185,4746,3,24,Female,107494,Silver,Debit Card,False,None,Snowy,True,Monday,False,60,125
296,4659,4599,Colgate Mouthwash,Mouthwash,1,5.0,2023-08-13,8725,Ericksonchester,438,49,137,4672,7,37,Male,111831,Silver,Debit Card,True,Discount,Sunny,True,Sunday,True,64,51
297,5537,3115,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-05-07,8123,West Pamelabury,400,21,245,9350,13,27,Male,104104,Bronze,Mobile Payment,True,None,Cloudy,True,Tuesday,False,131,99
298,2414,4286,Colgate Whitening Strips,Teeth Whitening,7,25.0,2023-08-20,6396,New Joelland,378,50,300,7591,7,36,Other,53751,Bronze,Cash,False,Discount,Snowy,True,Sunday,False,114,90
299,3776,2777,Colgate Toothbrush,Toothbrush,10,2.0,2023-07-12,8975,New Gary,90,50,195,148,12,26,Other,100999,Gold,Debit Card,False,None,Rainy,True,Wednesday,False,112,93
300,6546,5150,Colgate Toothpaste,Toothpaste,9,3.5,2023-10-20,8349,Lake Loriville,168,31,290,9311,4,22,Male,45375,Bronze,Credit Card,True,None,Rainy,False,Friday,True,68,102
301,1917,6493,Colgate Toothbrush,Toothbrush,10,2.0,2024-01-31,1156,Johnborough,155,50,248,5551,8,67,Female,117513,Gold,Debit Card,False,None,Sunny,False,Wednesday,True,90,88
302,8691,6446,Colgate Toothbrush,Toothbrush,9,2.0,2024-07-20,1672,Judyville,231,28,121,3493,10,46,Other,71430,Bronze,Mobile Payment,True,Buy One Get One,Snowy,True,Saturday,True,108,92
303,6555,1428,Colgate Toothpaste,Toothpaste,10,3.5,2024-04-07,983,Robinsonfort,339,26,199,815,2,20,Other,65808,Gold,Cash,True,None,Sunny,False,Sunday,True,111,53
304,8674,68,Colgate Mouthwash,Mouthwash,10,5.0,2023-09-29,4483,Lake Matthewberg,84,22,121,1178,6,57,Male,68092,Platinum,Credit Card,True,Discount,Snowy,True,Friday,True,50,136
305,4931,9730,Colgate Toothbrush,Toothbrush,9,2.0,2024-09-13,1407,Melissaborough,439,23,101,7451,2,30,Female,110441,Gold,Debit Card,False,Buy One Get One,Cloudy,False,Friday,True,98,98
306,1800,9655,Colgate Mouthwash,Mouthwash,1,5.0,2023-06-06,939,Johnsonchester,366,30,200,9512,12,19,Other,50593,Gold,Cash,True,None,Snowy,True,Tuesday,False,145,54
307,7557,8229,Colgate Toothbrush,Toothbrush,2,2.0,2024-02-20,2916,Houstonfort,209,40,142,6364,13,52,Female,35465,Platinum,Mobile Payment,False,Buy One Get One,Rainy,False,Tuesday,False,130,90
308,4286,6364,Colgate Toothpaste,Toothpaste,8,3.5,2023-12-22,7951,Huynhport,308,25,133,8872,12,55,Other,76783,Bronze,Cash,True,Discount,Snowy,False,Friday,True,60,45
309,6333,3304,Colgate Toothpaste,Toothpaste,3,3.5,2024-10-24,9178,Port Jasonland,298,42,150,5416,6,27,Other,61582,Platinum,Mobile Payment,False,Discount,Snowy,True,Thursday,True,56,113
310,9605,6944,Colgate Mouthwash,Mouthwash,2,5.0,2024-06-18,9568,New Robinhaven,357,33,273,8103,12,54,Male,90536,Bronze,Credit Card,False,Discount,Rainy,False,Tuesday,True,141,90
311,3852,7520,Colgate Toothpaste,Toothpaste,9,3.5,2024-08-30,9454,Lake Gregory,428,29,144,2804,7,44,Female,106964,Platinum,Credit Card,True,None,Cloudy,True,Friday,True,74,43
312,7333,3663,Colgate Toothbrush,Toothbrush,7,2.0,2024-05-15,5896,West Marymouth,346,27,280,2134,10,23,Male,48031,Platinum,Debit Card,False,None,Sunny,True,Wednesday,False,150,107
313,4338,2410,Colgate Toothpaste,Toothpaste,6,3.5,2023-04-30,5143,Larryview,171,25,250,9323,2,38,Male,97552,Platinum,Credit Card,False,None,Sunny,False,Sunday,True,58,61
314,2099,1338,Colgate Mouthwash,Mouthwash,4,5.0,2024-06-18,1028,Port Mary,219,49,159,3031,3,22,Other,119009,Platinum,Cash,False,None,Cloudy,True,Tuesday,True,94,139
315,3301,2781,Colgate Toothpaste,Toothpaste,10,3.5,2024-10-23,5232,North Julie,364,46,182,1715,12,19,Male,73210,Gold,Debit Card,True,Buy One Get One,Cloudy,True,Wednesday,False,72,56
316,4087,9845,Colgate Toothpaste,Toothpaste,1,3.5,2023-05-15,2316,East David,90,39,196,8356,8,67,Male,75768,Platinum,Cash,True,Buy One Get One,Rainy,False,Monday,True,137,62
317,3679,141,Colgate Toothpaste,Toothpaste,7,3.5,2024-09-02,8165,Fowlerhaven,454,35,270,4264,3,54,Other,90381,Bronze,Cash,True,Discount,Cloudy,False,Monday,False,143,69
318,7755,2882,Colgate Toothbrush,Toothbrush,2,2.0,2023-04-09,7782,Lake Amanda,248,34,127,5187,5,23,Female,82456,Platinum,Cash,False,Buy One Get One,Sunny,True,Sunday,False,107,103
319,2041,3145,Colgate Toothpaste,Toothpaste,3,3.5,2023-09-22,6588,Victorialand,140,41,170,7176,9,19,Male,72840,Silver,Mobile Payment,True,Buy One Get One,Cloudy,False,Friday,False,85,131
320,8255,6764,Colgate Whitening Strips,Teeth Whitening,8,25.0,2024-05-03,8209,East Russellfort,96,30,292,4502,8,66,Other,68366,Gold,Mobile Payment,True,Discount,Sunny,False,Friday,False,93,45
321,5664,6696,Colgate Whitening Strips,Teeth Whitening,10,25.0,2023-02-15,2438,Joshuachester,192,23,286,7839,5,54,Female,38194,Silver,Mobile Payment,False,Buy One Get One,Cloudy,True,Wednesday,True,145,55
322,7908,7212,Colgate Toothpaste,Toothpaste,2,3.5,2024-03-06,9377,Lake Michaelville,69,35,270,9838,12,34,Male,76623,Platinum,Mobile Payment,True,Buy One Get One,Cloudy,True,Wednesday,True,122,99
323,5513,783,Colgate Mouthwash,Mouthwash,4,5.0,2023-11-01,4365,New Kathrynside,467,43,155,8483,3,58,Female,109056,Gold,Cash,False,Buy One Get One,Rainy,False,Wednesday,False,100,80
324,5107,7264,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-03-12,8061,West Timothy,433,31,250,5497,8,46,Female,111056,Bronze,Cash,False,Buy One Get One,Rainy,True,Tuesday,False,116,115
325,8082,5355,Colgate Whitening Strips,Teeth Whitening,2,25.0,2024-02-21,9739,Lake Matthew,156,41,106,2943,11,62,Other,100203,Silver,Cash,True,Discount,Cloudy,False,Wednesday,True,141,54
326,5142,5770,Colgate Toothbrush,Toothbrush,7,2.0,2024-08-31,9910,Lake William,404,36,289,8928,2,53,Male,49916,Gold,Mobile Payment,False,Discount,Rainy,False,Saturday,True,145,41
327,3932,399,Colgate Whitening Strips,Teeth Whitening,9,25.0,2023-06-26,5139,Oconnellview,224,21,299,7080,10,70,Female,114837,Silver,Mobile Payment,False,Buy One Get One,Sunny,False,Monday,False,125,63
328,9540,2068,Colgate Mouthwash,Mouthwash,9,5.0,2023-04-05,5039,New Rogerstad,52,23,177,3334,8,26,Female,115289,Platinum,Cash,False,Buy One Get One,Snowy,False,Wednesday,False,83,66
329,3947,2133,Colgate Toothpaste,Toothpaste,10,3.5,2024-10-29,6294,Robinview,225,32,246,7312,6,63,Female,74663,Silver,Cash,True,Discount,Sunny,False,Tuesday,True,99,109
330,374,3381,Colgate Toothbrush,Toothbrush,8,2.0,2024-04-14,9843,New Meganport,286,45,108,9527,6,57,Male,107756,Gold,Cash,False,None,Cloudy,False,Sunday,False,81,128
331,9361,2533,Colgate Whitening Strips,Teeth Whitening,2,25.0,2023-09-28,513,Jacobburgh,389,38,264,8946,13,35,Male,42915,Gold,Mobile Payment,True,None,Sunny,True,Thursday,False,74,41
332,5302,103,Colgate Mouthwash,Mouthwash,6,5.0,2024-10-15,4572,East Nicholas,439,45,217,679,9,43,Female,23405,Silver,Mobile Payment,False,None,Rainy,True,Tuesday,False,69,100
333,7512,3190,Colgate Toothbrush,Toothbrush,5,2.0,2024-11-03,5618,Dominguezport,64,34,149,8444,4,55,Male,46732,Platinum,Cash,False,Buy One Get One,Snowy,False,Sunday,True,127,112
334,3630,1586,Colgate Mouthwash,Mouthwash,7,5.0,2023-05-15,8200,Randyport,439,46,111,3904,8,52,Other,83952,Gold,Mobile Payment,False,None,Rainy,False,Monday,False,95,68
335,9010,687,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-02-01,7267,Scottmouth,452,29,236,5361,9,28,Male,60865,Silver,Mobile Payment,False,None,Cloudy,False,Thursday,True,54,112
336,7253,7799,Colgate Toothpaste,Toothpaste,3,3.5,2023-06-21,9028,South Sarahstad,259,29,102,6050,5,63,Female,21862,Platinum,Debit Card,True,Discount,Rainy,False,Wednesday,False,116,53
337,1640,5984,Colgate Toothpaste,Toothpaste,7,3.5,2024-12-07,6800,Davidfort,497,43,170,8440,7,20,Male,65670,Silver,Mobile Payment,False,None,Sunny,True,Saturday,False,77,45
338,243,7519,Colgate Mouthwash,Mouthwash,4,5.0,2025-01-02,7676,New Cameron,67,36,162,4556,13,31,Other,42680,Platinum,Debit Card,True,Buy One Get One,Cloudy,True,Thursday,True,101,119
339,4378,9435,Colgate Mouthwash,Mouthwash,1,5.0,2024-07-09,3685,Jesseland,241,34,270,7592,6,42,Male,90802,Platinum,Cash,False,Buy One Get One,Cloudy,True,Tuesday,True,132,98
340,2723,9997,Colgate Toothpaste,Toothpaste,3,3.5,2024-11-23,1639,West Richardbury,298,48,104,8380,7,25,Female,92291,Platinum,Debit Card,False,Discount,Rainy,False,Saturday,False,138,61
341,9704,5724,Colgate Whitening Strips,Teeth Whitening,3,25.0,2024-01-07,4879,Craigberg,145,38,252,4362,10,23,Female,27323,Platinum,Cash,True,Discount,Cloudy,True,Sunday,True,65,133
342,5733,7776,Colgate Toothbrush,Toothbrush,2,2.0,2024-12-16,8042,Mollystad,404,34,187,5876,4,69,Other,56770,Gold,Mobile Payment,False,None,Cloudy,False,Monday,True,89,81
343,5216,5924,Colgate Toothpaste,Toothpaste,6,3.5,2024-04-04,5388,Port Marieburgh,268,42,168,8295,2,44,Male,37085,Gold,Debit Card,True,None,Rainy,False,Thursday,True,110,92
344,4894,5171,Colgate Mouthwash,Mouthwash,10,5.0,2024-04-01,8266,East Stephaniehaven,492,38,287,9833,5,33,Male,91422,Gold,Debit Card,True,None,Cloudy,False,Monday,False,112,75
345,111,3845,Colgate Whitening Strips,Teeth Whitening,2,25.0,2024-04-29,1280,West Monicaberg,440,50,102,8386,7,18,Male,24369,Platinum,Debit Card,True,None,Sunny,True,Monday,True,127,97
346,994,8413,Colgate Mouthwash,Mouthwash,6,5.0,2025-01-07,602,Gonzalezview,353,38,261,4638,4,26,Female,113186,Platinum,Debit Card,False,Buy One Get One,Cloudy,False,Tuesday,True,137,88
347,3046,9176,Colgate Toothpaste,Toothpaste,2,3.5,2024-10-14,695,Devinfort,92,41,101,9368,4,36,Female,58766,Silver,Cash,False,Buy One Get One,Snowy,True,Monday,True,61,138
348,1765,3632,Colgate Toothbrush,Toothbrush,6,2.0,2024-11-01,1861,Lake Tylerside,418,49,115,9551,4,50,Other,49516,Bronze,Mobile Payment,True,Discount,Sunny,True,Friday,False,63,49
349,7668,8976,Colgate Whitening Strips,Teeth Whitening,10,25.0,2023-04-26,7623,New Christinechester,214,23,235,583,11,22,Male,33887,Bronze,Mobile Payment,True,Discount,Snowy,True,Wednesday,True,89,138
350,9383,1977,Colgate Toothpaste,Toothpaste,1,3.5,2023-09-19,8578,North Melindaside,408,25,179,3176,2,51,Other,27196,Silver,Debit Card,True,None,Snowy,True,Tuesday,False,71,83
351,2162,6387,Colgate Toothpaste,Toothpaste,1,3.5,2023-12-06,5064,Curtisstad,477,38,148,7277,9,39,Female,86442,Platinum,Debit Card,False,Buy One Get One,Cloudy,True,Wednesday,True,71,43
352,4082,5265,Colgate Whitening Strips,Teeth Whitening,1,25.0,2024-08-24,6573,Debbieshire,489,38,106,9864,11,31,Female,77717,Silver,Mobile Payment,True,Discount,Sunny,True,Saturday,True,79,139
353,4737,5481,Colgate Toothbrush,Toothbrush,4,2.0,2024-01-16,5203,Erichaven,493,50,228,7389,5,51,Other,67345,Platinum,Credit Card,True,Discount,Cloudy,True,Tuesday,False,112,78
354,1108,6300,Colgate Toothbrush,Toothbrush,5,2.0,2024-03-24,2067,Lewisborough,134,37,122,594,12,32,Other,107470,Silver,Debit Card,False,Discount,Rainy,True,Sunday,False,138,107
355,3638,3504,Colgate Toothbrush,Toothbrush,8,2.0,2023-02-18,6223,Stevenville,101,42,253,2065,13,67,Other,21794,Bronze,Debit Card,True,Buy One Get One,Rainy,True,Saturday,True,54,68
356,3141,2313,Colgate Toothpaste,Toothpaste,2,3.5,2023-01-24,1771,Port Jenniferstad,234,26,297,7042,8,64,Male,28493,Gold,Mobile Payment,False,Buy One Get One,Snowy,False,Tuesday,True,137,124
357,2599,1311,Colgate Toothbrush,Toothbrush,5,2.0,2024-10-06,4835,New Casey,412,32,116,5095,7,65,Other,105147,Platinum,Credit Card,True,None,Rainy,True,Sunday,True,78,94
358,308,4121,Colgate Whitening Strips,Teeth Whitening,8,25.0,2023-04-14,6868,Lake Johnton,100,28,288,3497,5,64,Other,111159,Silver,Cash,True,Discount,Rainy,True,Friday,False,75,53
359,8982,6496,Colgate Toothbrush,Toothbrush,3,2.0,2024-12-25,1121,North Kristin,207,50,250,4839,3,37,Male,80681,Platinum,Debit Card,False,None,Sunny,False,Wednesday,False,109,94
360,8472,3914,Colgate Toothpaste,Toothpaste,9,3.5,2024-08-28,9847,Cynthiaside,261,45,137,1190,9,57,Male,98467,Platinum,Mobile Payment,False,Buy One Get One,Sunny,False,Wednesday,False,66,41
361,5653,4193,Colgate Toothbrush,Toothbrush,1,2.0,2024-11-20,8575,East Tina,87,49,106,692,10,43,Other,77271,Gold,Credit Card,False,Buy One Get One,Sunny,True,Wednesday,True,117,62
362,7381,512,Colgate Whitening Strips,Teeth Whitening,9,25.0,2024-07-31,654,East Lisa,433,44,196,2675,11,67,Other,67204,Platinum,Mobile Payment,False,None,Cloudy,True,Wednesday,True,87,50
363,2290,2524,Colgate Mouthwash,Mouthwash,10,5.0,2023-09-10,6575,Chandlerborough,138,41,292,3865,9,49,Female,103451,Silver,Mobile Payment,True,Discount,Snowy,False,Sunday,True,53,129
364,129,6843,Colgate Mouthwash,Mouthwash,5,5.0,2024-04-25,3338,New Amandachester,432,45,198,6055,9,35,Female,52833,Gold,Credit Card,True,None,Rainy,True,Thursday,True,80,92
365,9270,6245,Colgate Whitening Strips,Teeth Whitening,2,25.0,2024-11-27,667,Charlesshire,104,43,144,3194,8,38,Male,86981,Bronze,Debit Card,False,Discount,Sunny,True,Wednesday,True,147,104
366,6232,2189,Colgate Toothpaste,Toothpaste,6,3.5,2023-07-18,1823,New Christopher,436,24,158,1917,2,28,Male,20833,Bronze,Debit Card,False,Buy One Get One,Snowy,True,Tuesday,True,60,53
367,9065,9063,Colgate Mouthwash,Mouthwash,1,5.0,2023-05-21,8055,Nathanielport,310,34,188,8810,8,54,Female,75561,Bronze,Cash,False,None,Rainy,False,Sunday,False,104,54
368,524,2284,Colgate Mouthwash,Mouthwash,4,5.0,2023-07-31,2744,East Michael,147,20,186,3370,13,20,Other,110564,Gold,Mobile Payment,True,None,Cloudy,True,Monday,False,93,106
369,2181,2914,Colgate Mouthwash,Mouthwash,2,5.0,2023-08-12,5975,West Josephport,368,24,160,6720,3,41,Male,55997,Silver,Credit Card,False,Discount,Sunny,True,Saturday,False,125,82
370,5820,2420,Colgate Toothbrush,Toothbrush,8,2.0,2024-05-24,8063,Port Colton,221,42,296,9916,4,60,Other,41791,Bronze,Mobile Payment,True,None,Snowy,False,Friday,True,102,49
371,865,1177,Colgate Toothpaste,Toothpaste,8,3.5,2023-03-08,5535,Davidshire,257,38,276,2711,7,57,Other,109039,Gold,Credit Card,True,Discount,Sunny,False,Wednesday,False,133,44
372,575,7466,Colgate Whitening Strips,Teeth Whitening,2,25.0,2023-07-11,7881,Dodsonmouth,220,23,203,3525,14,22,Other,79428,Gold,Credit Card,True,None,Sunny,True,Tuesday,False,84,108
373,2226,7856,Colgate Toothbrush,Toothbrush,7,2.0,2024-09-07,5425,Barreraland,106,24,177,4799,9,47,Other,97593,Gold,Mobile Payment,True,Buy One Get One,Cloudy,False,Saturday,True,115,130
374,696,2485,Colgate Toothbrush,Toothbrush,6,2.0,2024-02-24,2976,Port Cassandra,194,46,167,4075,7,34,Male,95432,Gold,Mobile Payment,False,Buy One Get One,Cloudy,True,Saturday,False,120,60
375,921,8672,Colgate Mouthwash,Mouthwash,1,5.0,2024-03-24,6861,Thomasland,406,37,144,8861,9,18,Male,63882,Platinum,Debit Card,False,None,Cloudy,False,Sunday,False,140,117
376,9045,1599,Colgate Toothbrush,Toothbrush,2,2.0,2023-10-01,7880,Gravesfurt,278,45,103,2775,12,33,Male,101997,Bronze,Credit Card,False,Discount,Rainy,True,Sunday,False,131,132
377,8914,788,Colgate Toothbrush,Toothbrush,7,2.0,2023-08-18,5942,New Levi,107,20,197,2371,13,65,Female,51179,Bronze,Credit Card,False,Discount,Snowy,True,Friday,False,133,114
378,5621,4861,Colgate Mouthwash,Mouthwash,9,5.0,2024-12-18,3283,New Jenniferville,206,38,172,433,6,19,Male,91489,Gold,Debit Card,False,Buy One Get One,Snowy,True,Wednesday,False,56,53
379,1824,8358,Colgate Whitening Strips,Teeth Whitening,8,25.0,2023-12-26,5225,Jacobston,69,50,165,6068,13,25,Male,85380,Gold,Mobile Payment,False,Discount,Cloudy,False,Tuesday,False,67,70
380,72,4421,Colgate Toothbrush,Toothbrush,6,2.0,2023-01-18,6503,Mariachester,463,20,230,7139,13,29,Female,37936,Gold,Mobile Payment,False,Discount,Sunny,False,Wednesday,True,140,124
381,2827,6887,Colgate Whitening Strips,Teeth Whitening,8,25.0,2024-06-25,1311,Millerview,365,48,194,6222,14,42,Other,28371,Bronze,Credit Card,True,Discount,Sunny,False,Tuesday,False,103,73
382,1111,2488,Colgate Toothpaste,Toothpaste,8,3.5,2024-04-24,9288,New Nancy,310,30,172,2774,8,46,Female,23055,Silver,Credit Card,False,Buy One Get One,Snowy,True,Wednesday,False,113,135
383,378,612,Colgate Toothbrush,Toothbrush,1,2.0,2023-11-16,35,Olsonfurt,321,44,145,5204,2,68,Male,99271,Platinum,Mobile Payment,True,Discount,Cloudy,True,Thursday,True,134,105
